weather_severity,nas_congestion,carrier_issues,late_aircraft,season,airport,airline,delay_minutes,is_delayed
0.3486,0.3657,0.3761,1,summer,LAX,JetBlue,64.3,1
0.3336,0.363,0.214,1,spring,ATL,JetBlue,59.2,1
0.2392,0.059,0.1311,0,winter,DFW,United,6.6,0
0.2125,0.2869,0.4599,0,summer,LAX,Delta,19.4,1
0.1978,0.7434,0.4432,1,summer,LAX,Southwest,81.9,1
0.3034,0.2666,0.2359,0,winter,DFW,Delta,59.6,1
0.1718,0.4588,0.2078,0,fall,BOS,JetBlue,38.4,1
0.2452,0.7662,0.2911,1,spring,JFK,United,90.8,1
0.1927,0.5112,0.3099,1,spring,LAX,American,75.3,1
0.2147,0.4443,0.3593,0,spring,ATL,Delta,44.2,1
0.3428,0.5265,0.2319,1,spring,BOS,United,78.4,1
0.4013,0.073,0.1509,0,summer,LAX,United,23.5,1
0.2554,0.2861,0.0431,0,winter,ORD,American,39.4,1
0.7003,0.2934,0.1904,1,fall,BOS,Delta,73.3,1
0.2452,0.6399,0.3089,1,summer,LAX,American,75.7,1
0.1916,0.0375,0.3558,0,fall,LAX,JetBlue,16.2,1
0.0531,0.32,0.4072,0,fall,SEA,United,25.6,1
0.1933,0.3427,0.218,0,summer,BOS,American,34.9,1
0.3113,0.37,0.1459,0,winter,LAX,American,47.0,1
0.5696,0.6398,0.2103,0,spring,ATL,Delta,60.1,1
0.2714,0.363,0.2852,0,winter,LAX,American,44.3,1
0.1941,0.5624,0.3283,1,spring,SEA,American,69.0,1
0.2453,0.6911,0.0786,0,spring,ATL,Southwest,50.9,1
0.6248,0.4449,0.1191,0,spring,ATL,JetBlue,68.3,1
0.4145,0.4969,0.1135,0,fall,BOS,JetBlue,56.0,1
0.4183,0.4844,0.1583,0,spring,LAX,American,55.9,1
0.2205,0.2754,0.2399,0,summer,SEA,JetBlue,38.8,1
0.4875,0.2631,0.5594,0,fall,LAX,Southwest,72.4,1
0.0932,0.5693,0.6055,0,winter,LAX,American,51.2,1
0.5071,0.5093,0.0715,0,summer,SEA,Delta,49.0,1
0.1763,0.4084,0.5449,0,winter,LAX,United,63.9,1
0.2545,0.2323,0.2109,1,summer,ATL,Southwest,60.6,1
0.1727,0.6323,0.2582,1,summer,ATL,JetBlue,88.3,1
0.3704,0.0861,0.4993,0,spring,SEA,United,38.9,1
0.3416,0.2346,0.1415,1,summer,SEA,JetBlue,74.1,1
0.3777,0.5162,0.2364,0,spring,BOS,United,73.2,1
0.0826,0.5422,0.3834,0,winter,LAX,United,30.1,1
0.1302,0.3051,0.2256,0,summer,SEA,United,22.2,1
0.2823,0.0772,0.4491,0,winter,ATL,Southwest,46.5,1
0.2646,0.2801,0.1939,1,fall,ORD,American,68.0,1
0.3284,0.6859,0.4067,1,winter,JFK,Delta,101.1,1
0.088,0.3758,0.2873,1,summer,DFW,JetBlue,57.0,1
0.0826,0.5292,0.1394,0,summer,BOS,United,30.1,1
0.278,0.1397,0.1244,0,summer,JFK,JetBlue,39.2,1
0.7054,0.4519,0.1384,0,spring,JFK,American,76.8,1
0.1062,0.2709,0.7017,0,spring,DFW,United,46.6,1
0.0725,0.111,0.0721,0,summer,LAX,JetBlue,0.3,0
0.2375,0.2523,0.0489,1,spring,JFK,United,55.0,1
0.4977,0.562,0.2921,0,winter,LAX,American,72.8,1
0.4633,0.4653,0.5221,1,winter,LAX,Delta,95.5,1
0.2188,0.6468,0.4172,0,spring,ORD,Delta,47.7,1
0.4036,0.5053,0.2995,0,summer,SEA,Delta,51.5,1
0.1084,0.4584,0.2088,0,winter,ATL,Southwest,39.1,1
0.5113,0.2382,0.0711,1,fall,DFW,Delta,63.4,1
0.1779,0.4873,0.1248,0,winter,SEA,Delta,38.5,1
0.2865,0.4657,0.2833,0,spring,DFW,American,41.0,1
0.2851,0.5116,0.3651,0,summer,DFW,JetBlue,52.8,1
0.3156,0.3637,0.2,0,fall,ATL,United,32.3,1
0.1107,0.3507,0.214,1,spring,DFW,American,57.1,1
0.7242,0.6418,0.6729,0,summer,JFK,United,109.0,1
0.1363,0.1994,0.1908,0,summer,DFW,American,17.6,1
0.5269,0.5787,0.2197,0,fall,BOS,Southwest,67.3,1
0.3754,0.8235,0.4581,0,spring,ORD,United,77.7,1
0.2037,0.44,0.1764,0,summer,LAX,Southwest,38.0,1
0.0747,0.5958,0.1932,0,winter,LAX,Delta,42.0,1
0.2029,0.5281,0.0979,0,winter,SEA,United,42.6,1
0.0782,0.1337,0.1531,0,summer,ORD,American,13.6,0
0.1783,0.4929,0.1811,0,summer,ATL,United,42.2,1
0.1338,0.322,0.0728,1,spring,ATL,American,56.3,1
0.0686,0.3458,0.4368,0,summer,DFW,Delta,34.3,1
0.1613,0.5673,0.2366,0,winter,SEA,JetBlue,40.6,1
0.5469,0.1918,0.5985,0,summer,DFW,American,60.4,1
0.1445,0.3705,0.2331,0,winter,JFK,United,39.6,1
0.17,0.5619,0.0194,0,spring,LAX,Delta,39.5,1
0.075,0.3948,0.3369,1,winter,SEA,JetBlue,60.2,1
0.3402,0.3388,0.1514,0,spring,DFW,Delta,36.0,1
0.2129,0.3142,0.4035,1,fall,ORD,Delta,61.2,1
0.2618,0.2634,0.3608,0,spring,ATL,JetBlue,26.2,1
0.2712,0.463,0.2627,0,spring,DFW,Southwest,61.0,1
0.2091,0.7675,0.1247,0,winter,ATL,American,57.0,1
0.5106,0.4525,0.3385,0,spring,LAX,American,51.3,1
0.1679,0.4799,0.2454,0,fall,JFK,Delta,50.8,1
0.44,0.2013,0.336,0,spring,BOS,JetBlue,39.2,1
0.1202,0.0266,0.1243,0,winter,ATL,Delta,17.0,1
0.3556,0.2313,0.353,1,fall,ATL,United,64.2,1
0.0473,0.5794,0.2616,0,fall,DFW,Southwest,33.6,1
0.1791,0.2751,0.2255,0,fall,DFW,Southwest,31.5,1
0.322,0.2751,0.0639,0,spring,SEA,JetBlue,34.0,1
0.2129,0.2699,0.1273,0,summer,LAX,Southwest,20.7,1
0.6646,0.5803,0.3403,0,spring,JFK,JetBlue,74.5,1
0.298,0.5078,0.1206,1,spring,BOS,American,75.4,1
0.2514,0.5813,0.2912,1,spring,BOS,United,80.9,1
0.2954,0.8581,0.1039,0,winter,DFW,United,65.4,1
0.28,0.4318,0.4014,1,fall,JFK,JetBlue,65.1,1
0.1782,0.6648,0.2896,1,summer,JFK,American,92.1,1
0.1877,0.5442,0.3729,1,winter,SEA,American,81.5,1
0.375,0.6046,0.1422,1,winter,DFW,American,109.0,1
0.3092,0.4014,0.3281,0,spring,ATL,American,47.5,1
0.0894,0.8972,0.1778,1,winter,ORD,Delta,94.4,1
0.3034,0.5951,0.266,0,fall,SEA,Delta,49.3,1
0.1765,0.5443,0.1015,0,winter,BOS,Southwest,33.0,1
0.2769,0.3375,0.5398,0,winter,BOS,JetBlue,56.8,1
0.2282,0.4205,0.4371,0,fall,LAX,Delta,24.4,1
0.0688,0.7498,0.0105,0,winter,JFK,United,40.2,1
0.3499,0.5282,0.2428,1,spring,ATL,American,80.1,1
0.4913,0.5133,0.1728,0,spring,SEA,JetBlue,53.0,1
0.5423,0.4609,0.1668,0,winter,JFK,United,53.1,1
0.1159,0.5299,0.436,0,winter,DFW,JetBlue,47.0,1
0.1827,0.439,0.2259,0,winter,LAX,JetBlue,30.0,1
0.1368,0.6883,0.4025,1,spring,LAX,JetBlue,76.6,1
0.1557,0.5302,0.0937,0,summer,ATL,American,38.8,1
0.2353,0.3887,0.3425,0,summer,SEA,Delta,50.5,1
0.2284,0.7205,0.1161,0,spring,JFK,Southwest,41.8,1
0.5069,0.4198,0.3222,1,winter,ATL,JetBlue,82.4,1
0.1397,0.5747,0.363,1,fall,SEA,JetBlue,75.0,1
0.4643,0.4137,0.1181,0,summer,DFW,Delta,62.6,1
0.3238,0.2918,0.2875,0,spring,ORD,Delta,62.2,1
0.5112,0.4483,0.2899,0,fall,DFW,American,56.4,1
0.2694,0.2974,0.5289,0,fall,JFK,United,48.6,1
0.1844,0.6024,0.1983,0,winter,ORD,American,59.6,1
0.0303,0.2944,0.1772,0,fall,ORD,Delta,29.3,1
0.133,0.4533,0.1948,0,summer,BOS,JetBlue,36.8,1
0.1244,0.5344,0.3432,0,fall,SEA,JetBlue,22.9,1
0.1667,0.7352,0.1536,0,summer,ORD,JetBlue,55.0,1
0.2484,0.2783,0.2696,0,winter,DFW,Southwest,37.5,1
0.3937,0.114,0.3478,0,spring,SEA,Southwest,31.6,1
0.4152,0.5864,0.314,1,spring,SEA,United,89.1,1
0.2655,0.585,0.1738,1,summer,JFK,United,94.2,1
0.0875,0.1614,0.0531,0,summer,ORD,JetBlue,16.1,1
0.2831,0.4804,0.5008,0,winter,ATL,United,55.3,1
0.2469,0.1661,0.163,0,summer,BOS,United,27.5,1
0.2717,0.5783,0.2206,1,summer,SEA,JetBlue,64.7,1
0.5045,0.423,0.3067,0,summer,ORD,Delta,65.3,1
0.0856,0.7798,0.4845,0,summer,DFW,Delta,40.1,1
0.2302,0.4106,0.0872,0,summer,ATL,Southwest,34.7,1
0.0804,0.167,0.2576,0,winter,JFK,Southwest,29.1,1
0.171,0.5429,0.4244,0,winter,SEA,American,50.9,1
0.0842,0.1066,0.2331,1,summer,JFK,American,47.4,1
0.2967,0.3532,0.3131,0,fall,DFW,Delta,42.2,1
0.4434,0.5214,0.3542,1,spring,ORD,Southwest,81.6,1
0.3011,0.1532,0.4496,0,fall,JFK,United,37.1,1
0.0718,0.5,0.0569,0,winter,LAX,Delta,36.6,1
0.204,0.298,0.0922,0,summer,ORD,Southwest,35.5,1
0.1631,0.6601,0.2188,0,summer,BOS,Southwest,52.6,1
0.0386,0.5559,0.2342,1,summer,ATL,JetBlue,59.3,1
0.5668,0.2723,0.0988,0,spring,SEA,American,38.2,1
0.5483,0.2654,0.2606,1,winter,DFW,Delta,88.5,1
0.1171,0.5123,0.0512,0,spring,SEA,Delta,31.6,1
0.3645,0.6256,0.081,1,winter,DFW,United,86.2,1
0.2476,0.8022,0.4942,1,winter,ATL,Southwest,98.2,1
0.2305,0.3942,0.0685,1,summer,ORD,American,64.5,1
0.7216,0.3413,0.1516,1,fall,BOS,American,86.5,1
0.3386,0.3525,0.2402,0,summer,ATL,United,46.2,1
0.1352,0.2879,0.2627,1,winter,ATL,United,51.9,1
0.2185,0.3017,0.1829,1,summer,LAX,Southwest,52.7,1
0.2035,0.5838,0.4627,0,summer,ATL,Delta,62.2,1
0.3466,0.4446,0.0353,0,summer,DFW,Delta,45.3,1
0.1745,0.4013,0.2909,1,summer,JFK,JetBlue,57.2,1
0.3875,0.3481,0.221,0,winter,ORD,Delta,61.4,1
0.2889,0.6737,0.0795,0,spring,JFK,United,48.3,1
0.0277,0.1381,0.3299,0,summer,ATL,Delta,17.6,1
0.0984,0.3748,0.2517,0,winter,ATL,American,43.0,1
0.1381,0.4518,0.0582,1,winter,BOS,Southwest,54.7,1
0.2213,0.6157,0.1984,0,fall,LAX,JetBlue,32.3,1
0.1274,0.2251,0.4187,0,spring,BOS,Delta,32.2,1
0.1101,0.358,0.4059,0,summer,DFW,JetBlue,33.4,1
0.3915,0.2968,0.1377,1,spring,ORD,JetBlue,68.4,1
0.4227,0.4439,0.1143,0,fall,ATL,United,55.0,1
0.2308,0.3986,0.3448,0,fall,DFW,Delta,32.7,1
0.2144,0.5531,0.6799,0,winter,SEA,American,65.4,1
0.2153,0.4306,0.3579,0,fall,JFK,Southwest,45.5,1
0.553,0.4283,0.2636,0,summer,SEA,Delta,51.0,1
0.1148,0.4417,0.3066,0,spring,ORD,United,47.5,1
0.6604,0.4022,0.331,0,spring,ORD,Delta,71.3,1
0.1644,0.7629,0.0734,0,spring,LAX,United,40.7,1
0.1988,0.6094,0.4306,1,winter,DFW,United,91.1,1
0.1991,0.4091,0.2944,0,spring,ORD,American,29.1,1
0.1173,0.4109,0.4211,0,spring,JFK,United,38.5,1
0.0599,0.1478,0.3969,0,spring,JFK,JetBlue,27.2,1
0.1837,0.4613,0.4011,1,summer,BOS,American,67.5,1
0.2542,0.3439,0.6148,0,winter,BOS,JetBlue,47.3,1
0.4844,0.3247,0.1538,0,fall,SEA,American,44.9,1
0.2027,0.1494,0.0424,0,winter,ATL,Southwest,18.2,1
0.2432,0.2349,0.2009,0,summer,ATL,American,38.9,1
0.2111,0.4807,0.1397,1,spring,JFK,JetBlue,73.4,1
0.4118,0.1522,0.5631,0,winter,DFW,United,58.4,1
0.2082,0.5713,0.0172,1,winter,DFW,United,67.4,1
0.3405,0.4488,0.2824,1,summer,JFK,United,76.3,1
0.1704,0.4455,0.293,0,spring,JFK,American,42.1,1
0.2602,0.6242,0.0745,1,fall,ATL,American,67.5,1
0.4637,0.5356,0.2999,1,summer,JFK,JetBlue,102.7,1
0.2118,0.261,0.573,0,winter,ATL,Southwest,57.7,1
0.0601,0.1534,0.4492,0,fall,SEA,Southwest,21.2,1
0.2978,0.1573,0.1194,0,winter,BOS,American,43.6,1
0.203,0.5223,0.0546,0,winter,ATL,Delta,48.1,1
0.219,0.4035,0.0668,0,spring,ATL,American,26.7,1
0.2888,0.3485,0.3153,0,spring,SEA,American,31.3,1
0.4537,0.5309,0.1481,0,spring,LAX,Southwest,47.0,1
0.1413,0.3541,0.4183,0,winter,BOS,Southwest,34.4,1
0.2467,0.2602,0.058,0,winter,DFW,JetBlue,36.3,1
0.3235,0.3547,0.0864,0,fall,SEA,Delta,36.8,1
0.387,0.228,0.2513,0,summer,JFK,United,40.4,1
0.1444,0.4686,0.2906,0,winter,LAX,Southwest,46.2,1
0.2304,0.4284,0.1605,0,winter,BOS,Delta,57.7,1
0.1049,0.5341,0.0398,1,summer,SEA,Delta,51.8,1
0.2303,0.4032,0.4394,0,fall,ATL,JetBlue,46.1,1
0.3108,0.4609,0.5247,1,winter,SEA,United,92.1,1
0.1168,0.2193,0.1154,1,summer,LAX,JetBlue,44.8,1
0.3627,0.3027,0.3815,0,spring,LAX,Delta,54.4,1
0.3645,0.0999,0.2536,0,spring,DFW,JetBlue,36.7,1
0.2677,0.4778,0.0886,0,summer,ORD,United,54.4,1
0.0494,0.1539,0.1938,0,summer,ATL,American,13.7,0
0.316,0.4249,0.567,0,summer,LAX,Southwest,61.7,1
0.074,0.5483,0.4086,0,spring,JFK,United,44.9,1
0.3158,0.6345,0.1145,1,spring,BOS,JetBlue,82.0,1
0.2751,0.2104,0.1062,0,summer,SEA,Southwest,17.3,1
0.2701,0.4655,0.1622,0,fall,ORD,American,50.7,1
0.0617,0.4391,0.4802,1,winter,ORD,JetBlue,74.2,1
0.2639,0.3531,0.2577,0,spring,SEA,Southwest,39.0,1
0.3484,0.3759,0.4649,0,summer,LAX,Southwest,33.1,1
0.1286,0.6051,0.1425,1,winter,ORD,Southwest,82.6,1
0.4106,0.6828,0.111,0,winter,ORD,American,87.3,1
0.1072,0.8732,0.0629,0,winter,BOS,American,44.7,1
0.2921,0.5641,0.5219,0,summer,LAX,American,66.2,1
0.5082,0.4301,0.2308,0,winter,BOS,United,62.8,1
0.2278,0.5842,0.0576,0,spring,SEA,Delta,33.9,1
0.0641,0.4028,0.1774,1,winter,DFW,Delta,51.4,1
0.3989,0.3987,0.2867,0,winter,JFK,Delta,70.2,1
0.2746,0.6947,0.2777,1,fall,ATL,Delta,84.3,1
0.575,0.1906,0.4832,0,summer,DFW,American,61.4,1
0.144,0.6111,0.4158,1,winter,ATL,Delta,76.1,1
0.3424,0.6551,0.1332,0,winter,SEA,American,64.4,1
0.3904,0.706,0.1844,1,fall,LAX,JetBlue,78.3,1
0.0822,0.444,0.1038,1,spring,BOS,American,62.6,1
0.1657,0.1357,0.2712,1,summer,BOS,United,44.7,1
0.1161,0.5844,0.1157,0,spring,ATL,Delta,53.3,1
0.4656,0.3487,0.3281,0,winter,SEA,American,71.5,1
0.2795,0.1986,0.2689,0,summer,BOS,JetBlue,20.3,1
0.3575,0.453,0.1461,0,winter,DFW,Southwest,55.9,1
0.4181,0.3333,0.6924,0,fall,JFK,JetBlue,47.1,1
0.0279,0.3147,0.4948,1,winter,DFW,Delta,53.3,1
0.5937,0.6475,0.7749,0,summer,BOS,United,78.0,1
0.1451,0.364,0.3096,1,fall,ORD,American,52.0,1
0.4291,0.3705,0.3824,1,fall,BOS,American,75.5,1
0.5019,0.2881,0.2555,0,fall,BOS,Southwest,41.6,1
0.0597,0.522,0.183,0,winter,ORD,United,49.9,1
0.4408,0.4624,0.5173,0,spring,DFW,American,57.6,1
0.203,0.3114,0.2263,0,winter,ORD,American,46.0,1
0.3148,0.3554,0.3278,0,summer,DFW,American,57.1,1
0.2623,0.1446,0.1807,0,summer,SEA,Southwest,17.7,1
0.0644,0.273,0.0857,0,winter,DFW,Delta,11.0,0
0.4201,0.2117,0.6736,0,spring,SEA,Southwest,45.7,1
0.5232,0.235,0.3332,1,spring,JFK,Southwest,74.8,1
0.2624,0.3679,0.0946,0,summer,JFK,JetBlue,45.2,1
0.0357,0.438,0.1551,0,winter,JFK,American,20.1,1
0.2299,0.207,0.242,0,fall,ORD,Delta,19.4,1
0.4204,0.6257,0.245,0,winter,ORD,JetBlue,79.0,1
0.4952,0.2359,0.3382,0,spring,ATL,American,37.3,1
0.221,0.2422,0.2514,0,winter,DFW,American,31.8,1
0.1168,0.4003,0.1205,0,spring,DFW,Southwest,21.5,1
0.3735,0.2352,0.1985,0,summer,JFK,United,40.9,1
0.4326,0.6955,0.2028,1,summer,BOS,JetBlue,105.9,1
0.544,0.5965,0.1747,1,spring,ORD,Southwest,88.7,1
0.3979,0.3985,0.1616,1,spring,JFK,JetBlue,64.5,1
0.2461,0.2752,0.119,0,spring,ORD,American,28.3,1
0.1116,0.6262,0.3082,1,winter,BOS,Southwest,68.4,1
0.0799,0.0551,0.3142,0,summer,ORD,Delta,21.5,1
0.3533,0.6332,0.0774,0,fall,DFW,American,51.4,1
0.2163,0.2904,0.0503,0,spring,ORD,JetBlue,24.6,1
0.4885,0.6509,0.5395,0,summer,ORD,Delta,82.9,1
0.3923,0.1258,0.5573,0,spring,DFW,JetBlue,36.5,1
0.1531,0.8156,0.3722,0,winter,BOS,American,66.2,1
0.5429,0.2422,0.1445,0,spring,SEA,Delta,52.0,1
0.4178,0.5607,0.3502,0,winter,BOS,American,82.3,1
0.3423,0.4785,0.1914,0,summer,ATL,American,55.8,1
0.3653,0.2168,0.4682,0,spring,DFW,Southwest,38.2,1
0.5739,0.5506,0.1419,0,summer,ORD,American,68.9,1
0.3025,0.2061,0.3338,0,spring,ORD,United,28.1,1
0.2468,0.7106,0.0241,1,summer,ORD,Delta,82.6,1
0.2713,0.5381,0.4579,1,fall,ORD,American,78.5,1
0.4429,0.4952,0.0525,0,fall,ORD,United,59.9,1
0.2663,0.5021,0.6091,0,summer,DFW,Delta,44.5,1
0.2755,0.4521,0.1306,1,winter,ATL,American,80.6,1
0.0888,0.3223,0.2082,0,summer,DFW,Southwest,14.8,0
0.0565,0.2288,0.4473,0,summer,DFW,Delta,17.2,1
0.1786,0.5678,0.0471,1,summer,BOS,American,60.2,1
0.1718,0.4265,0.0729,1,winter,SEA,Delta,52.6,1
0.428,0.3996,0.435,0,spring,JFK,Southwest,65.8,1
0.1375,0.4284,0.2586,0,spring,ORD,Delta,38.5,1
0.2159,0.8854,0.2022,1,winter,SEA,United,96.9,1
0.4203,0.1442,0.1954,0,summer,BOS,JetBlue,40.6,1
0.278,0.6724,0.3249,0,fall,ORD,Southwest,55.6,1
0.1605,0.3584,0.2451,0,summer,LAX,Delta,20.2,1
0.0381,0.1746,0.1705,1,summer,ORD,Delta,39.1,1
0.2791,0.4208,0.2676,0,summer,ATL,United,43.1,1
0.3961,0.636,0.168,0,summer,DFW,Delta,63.0,1
0.4467,0.5237,0.1534,0,summer,ATL,Delta,67.3,1
0.5515,0.5558,0.3222,0,fall,LAX,United,70.8,1
0.3983,0.3099,0.4466,1,summer,ORD,American,87.2,1
0.4859,0.5742,0.3754,0,fall,LAX,JetBlue,49.0,1
0.1114,0.2825,0.2039,0,spring,JFK,United,33.4,1
0.6279,0.5527,0.1617,1,spring,JFK,United,99.6,1
0.4246,0.5379,0.3024,0,spring,LAX,United,48.1,1
0.4171,0.4905,0.1022,0,spring,LAX,American,47.3,1
0.3116,0.2874,0.0777,0,summer,ORD,JetBlue,35.2,1
0.1671,0.708,0.0692,0,spring,ATL,JetBlue,39.0,1
0.1276,0.4041,0.3068,0,winter,SEA,Delta,43.5,1
0.1341,0.5285,0.1805,1,fall,ORD,United,69.3,1
0.3122,0.4769,0.1703,0,winter,LAX,American,58.9,1
0.3197,0.1362,0.0817,0,fall,DFW,American,22.7,1
0.5046,0.4171,0.2924,0,fall,LAX,American,45.4,1
0.3871,0.6182,0.0894,0,summer,JFK,United,46.8,1
0.5006,0.2508,0.0971,0,summer,JFK,Southwest,63.0,1
0.1953,0.2508,0.1125,0,summer,DFW,Southwest,36.1,1
0.316,0.4242,0.2785,0,summer,BOS,United,44.3,1
0.643,0.2134,0.3122,0,summer,ORD,Delta,44.7,1
0.0982,0.5138,0.0804,0,winter,BOS,Delta,44.1,1
0.1641,0.4906,0.5556,1,fall,SEA,Delta,70.7,1
0.6019,0.5856,0.2066,0,fall,JFK,American,73.7,1
0.3858,0.3121,0.4544,0,spring,JFK,American,36.0,1
0.556,0.1656,0.0215,0,winter,ATL,JetBlue,45.3,1
0.1835,0.3823,0.0614,0,spring,DFW,American,29.9,1
0.0962,0.5744,0.1879,1,spring,JFK,American,61.8,1
0.2056,0.7221,0.3276,1,winter,JFK,American,87.6,1
0.5758,0.4247,0.3453,0,summer,BOS,Delta,51.8,1
0.5959,0.6353,0.0602,0,winter,JFK,Southwest,82.6,1
0.2103,0.2472,0.3648,0,summer,ORD,Delta,39.3,1
0.5095,0.2995,0.5362,0,summer,SEA,JetBlue,66.3,1
0.4776,0.6543,0.1786,0,fall,DFW,United,61.5,1
0.3328,0.2329,0.1405,0,spring,ATL,United,30.7,1
0.1709,0.4627,0.5414,1,fall,SEA,JetBlue,74.0,1
0.326,0.3247,0.326,0,summer,BOS,American,44.5,1
0.0379,0.5894,0.3013,0,winter,JFK,Delta,57.9,1
0.2115,0.1472,0.0519,0,spring,BOS,Southwest,23.0,1
0.2761,0.6918,0.0699,0,fall,ATL,JetBlue,48.9,1
0.1027,0.1696,0.4634,0,fall,ATL,Delta,25.4,1
0.1943,0.275,0.3294,0,summer,ATL,Delta,27.9,1
0.1516,0.1985,0.0984,0,summer,SEA,Delta,27.1,1
0.1324,0.4057,0.5056,0,winter,DFW,Delta,36.1,1
0.5477,0.8164,0.0678,1,spring,SEA,Delta,99.7,1
0.5268,0.4354,0.5092,1,spring,DFW,United,91.5,1
0.2221,0.4339,0.3183,0,spring,SEA,American,34.1,1
0.2761,0.5617,0.1311,0,summer,DFW,JetBlue,50.3,1
0.3387,0.4945,0.3827,0,winter,BOS,American,59.7,1
0.2271,0.2861,0.1483,0,winter,SEA,American,30.0,1
0.2008,0.28,0.357,0,summer,LAX,American,37.3,1
0.2442,0.4481,0.0842,0,summer,ATL,JetBlue,43.0,1
0.0404,0.2883,0.1721,1,spring,SEA,American,41.3,1
0.2408,0.7145,0.1061,0,summer,SEA,Delta,45.4,1
0.3363,0.2643,0.1424,0,winter,LAX,American,40.4,1
0.1347,0.1711,0.1578,0,fall,ORD,Southwest,25.6,1
0.1905,0.1858,0.2281,1,spring,ATL,Southwest,56.2,1
0.2918,0.2399,0.1033,1,spring,SEA,Delta,58.1,1
0.5327,0.3362,0.0513,0,spring,JFK,Southwest,43.2,1
0.2405,0.3638,0.3887,1,fall,ATL,Southwest,82.7,1
0.267,0.2599,0.4561,0,winter,DFW,United,31.1,1
0.1288,0.4226,0.2277,0,spring,ATL,American,27.7,1
0.2651,0.4224,0.3158,1,winter,SEA,Delta,77.4,1
0.3251,0.138,0.4698,0,winter,BOS,United,61.8,1
0.2533,0.1906,0.1688,0,spring,ORD,Delta,31.7,1
0.0591,0.696,0.1402,1,winter,DFW,United,63.4,1
0.28,0.3427,0.3598,0,fall,DFW,Delta,47.5,1
0.1483,0.6547,0.237,1,winter,DFW,Delta,69.0,1
0.0179,0.5552,0.3761,1,fall,BOS,Southwest,57.5,1
0.1363,0.3254,0.4138,0,spring,JFK,JetBlue,42.5,1
0.4187,0.4155,0.1395,0,winter,SEA,Southwest,68.6,1
0.1516,0.2047,0.2889,1,winter,BOS,United,44.8,1
0.3475,0.4732,0.2723,0,spring,ORD,American,68.3,1
0.2637,0.8858,0.1798,1,summer,BOS,American,99.2,1
0.2384,0.477,0.3594,0,summer,LAX,United,53.5,1
0.1652,0.4497,0.1642,0,winter,JFK,Southwest,49.7,1
0.5152,0.1493,0.5486,0,winter,BOS,American,73.2,1
0.5695,0.2885,0.1766,0,fall,LAX,Southwest,47.7,1
0.3051,0.1071,0.559,0,spring,BOS,JetBlue,34.9,1
0.307,0.5988,0.0825,0,spring,DFW,United,36.2,1
0.11,0.3581,0.5585,0,summer,SEA,Southwest,31.3,1
0.2615,0.5603,0.3038,0,summer,DFW,Delta,52.4,1
0.2623,0.4083,0.3489,0,fall,LAX,American,40.9,1
0.1324,0.3661,0.1286,0,winter,SEA,Delta,23.9,1
0.5857,0.5505,0.456,0,spring,ATL,American,68.4,1
0.3181,0.6561,0.2752,0,winter,ORD,United,73.8,1
0.3575,0.321,0.4844,1,winter,ATL,United,81.7,1
0.2713,0.5252,0.3158,0,winter,DFW,Southwest,49.5,1
0.3646,0.3037,0.0607,0,winter,LAX,United,51.4,1
0.2058,0.2989,0.659,0,summer,JFK,United,43.3,1
0.3851,0.5237,0.0225,0,fall,DFW,United,42.5,1
0.1617,0.2565,0.2559,0,spring,DFW,Delta,30.8,1
0.4408,0.2581,0.0326,0,summer,JFK,Delta,44.5,1
0.2086,0.139,0.2617,0,winter,ATL,United,30.0,1
0.3591,0.2699,0.3665,0,winter,ATL,American,67.7,1
0.2814,0.5292,0.3896,0,summer,BOS,United,64.6,1
0.1307,0.5107,0.5462,0,fall,BOS,American,63.6,1
0.542,0.3429,0.1939,1,winter,SEA,Southwest,86.9,1
0.2444,0.4467,0.2346,0,summer,ATL,JetBlue,45.9,1
0.3015,0.3163,0.4936,1,summer,DFW,Delta,79.8,1
0.4181,0.6885,0.3752,1,summer,ORD,Delta,118.0,1
0.4532,0.816,0.2124,0,spring,LAX,Southwest,71.8,1
0.48,0.6275,0.1165,0,fall,BOS,Southwest,54.4,1
0.1833,0.5495,0.2711,1,winter,LAX,American,71.5,1
0.1772,0.4117,0.2761,0,spring,ORD,Delta,40.6,1
0.2447,0.1853,0.2267,0,summer,ATL,JetBlue,32.5,1
0.4902,0.3674,0.1425,0,winter,LAX,United,58.4,1
0.6107,0.3006,0.2216,0,spring,ATL,United,56.6,1
0.3741,0.5571,0.2898,1,spring,DFW,JetBlue,54.1,1
0.0465,0.4404,0.4511,0,winter,ORD,United,36.8,1
0.5923,0.3487,0.0317,0,winter,LAX,Delta,70.6,1
0.3496,0.4801,0.3266,0,fall,DFW,JetBlue,63.4,1
0.2132,0.6035,0.2307,0,winter,ORD,American,62.4,1
0.264,0.428,0.1805,0,winter,DFW,Southwest,43.5,1
0.304,0.2334,0.3121,0,winter,BOS,American,37.6,1
0.5673,0.4808,0.4523,0,spring,DFW,Delta,57.7,1
0.4678,0.5658,0.4458,0,summer,JFK,Southwest,73.7,1
0.0567,0.7431,0.082,0,winter,ATL,Southwest,46.4,1
0.2822,0.3376,0.2016,1,summer,LAX,Delta,56.6,1
0.1266,0.3435,0.325,0,spring,DFW,United,32.8,1
0.4999,0.578,0.065,0,spring,SEA,Delta,57.6,1
0.4382,0.7233,0.233,0,winter,DFW,American,84.4,1
0.1633,0.2337,0.1694,0,fall,DFW,JetBlue,24.6,1
